T,P_CT_WD,P_CT_PV,P_c_Cbu,P_c_CEV,P_c_CPl,P_ess_BAT,P_ess_SC,P_ess_HP,P2rk,P_csp,P_tsp,P_ess_PCM,P_c_Ctbu_1,P_c_Ctbu_2,P_c_Ctbu_3,P_c_Ctbu_4,P_c_Ctbu_5,P_c_Ctbu_6,P_c_Ctbu_7,P_c_Ctbu_8,P_c_Ctbu_9,P_c_Ctbu_10,P_c_Ctbu_11,P_c_Ctbu_12,SOC_BAT,SOC_SC,SOC_HP,SOC_PCM,Pe_grid,Pt_grid,EP_con,EP_gen
36000,0,1648937.5,-544977.1977,0,0,1257935.7,0,0,0,0,0,-153975,-376750,-367314.0614,0,0,0,0,0,0,0,0,0,0,0.883307485,0.5,0.384122423,0,2207920.604,-744064.0614,0.178113509,0.13582
39600,0,1230287.5,-505042.4123,0,0,874245,0,0,0,0,0,-149000,-364166.6667,-399809.1031,0,0,0,0,0,0,0,0,0,0,0.737929041,0.5,0.384122423,0,1450490.175,-763975.7698,0.171302914,0.13022
43200,0,1358200,-497512.8491,0,0,1020937,0,0,0,0,0,-160250,-351666.6667,-367314.0614,0,0,0,0,0,0,0,0,0,0,0.640564964,0.5,0.384122423,0,1721374.302,-718980.7281,0.170354739,0.12872
46800,0,931306.25,-507461.4182,0,0,583952,0,0,0,0,0,-160107.5,-339083.3333,-367314.0614,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,0.519733988,0.5,0.384122423,0,847689.6636,-719568.8824,0.171294636,0.12993
50400,0,1449737.5,-539057.1804,0,0,1077080,0,0,0,0,0,-166400,-313916.6667,-367314.0614,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,0.458723114,0.5,0.270943085,0,1821360.639,-694402.2157,0.170437012,0.1289
54000,0,1487075,-556814.9979,0,0,389354.0232,0,0,0,0,0,-159900,-326500,-367314.0614,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,0.380306623,0.5,0.04458441,0,1860520.004,-720157.0366,0.167840183,0.12529
57600,0,1547712.5,-548009.3217,0,0,0,0,0,0,0,0,-148700,-339083.3333,-399809.1031,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,0.298323311,0.5,0,0,999703.2227,-765235.4117,0.174687823,0.12832
61200,0,612237.5,-497718.7258,0,0,0,0,0,0,0,0,-153700,-351666.6667,-367314.0614,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,0.298323305,0.5,0,0,114518.7742,-745323.7033,0.185012962,0.13632
64800,0,79631.25,-417148.0062,0,0,-683000,0,-337516,0,0,0,-216000,-370500,0,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,0.298323305,0.5,0,0,-675033.5124,-475871.9008,0.25895084,0.19972
68400,0,31.25,-465631.2786,0,0,-465600,0,-337500,0,0,0,0,-496083.3333,0,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,-10537.19008,0.349601602,0.5,0,0,-931200.0572,-601455.2342,0.27743423,0.21782
72000,0,0,-512742.0297,0,0,-512742,0,-337500,0,0,0,0,-464666.6667,0,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,0.420377509,0.5,0,0,-1025484.059,-491009.6419,0.284528751,0.22479
75600,0,0,-508746.0442,0,0,-508746,0,-337500,0,0,0,0,-270000,0,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,0.497771317,0.5,0,0,-1017492.088,-296342.9752,0.281952948,0.22303
79200,0,0,-510549.1936,0,0,-510549,0,-337500,0,0,0,0,-125583.3333,0,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,-2634.297521,0.573860838,0.5,0,0,-778541.3348,-151926.3085,0.270473632,0.21472
82800,0,0,-500701.4806,0,0,-725363,0,168750,0,0,0,0,-18833.33333,0,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,-1317.14876,0.596284924,0.5,0,0,-500701.4806,-32004.82094,0.260452171,0.20463
