T,P_CT_WD,P_CT_PV,P_c_Cbu,P_c_CEV,P_c_CPl,P_ess_BAT,P_ess_SC,P_ess_HP,P2rk,P_csp,P_tsp,P_ess_PCM,P_c_Ctbu_1,P_c_Ctbu_2,P_c_Ctbu_3,P_c_Ctbu_4,P_c_Ctbu_5,P_c_Ctbu_6,P_c_Ctbu_7,P_c_Ctbu_8,P_c_Ctbu_9,P_c_Ctbu_10,P_c_Ctbu_11,P_c_Ctbu_12,SOC_BAT,SOC_SC,SOC_HP,SOC_PCM,Pe_grid,Pt_grid,EP_con,EP_gen
36000,0,1648937.5,-544977.197684986,-0,-0,1103960.302,0,0,0,12700.7,267514.857156987,-0,-376750,-367314.061415208,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.78643923066939,0.5,0.173995260815972,0,2207920.60431501,-463848.504258221,0.178113509,0.13582
39600,0,1230287.5,-505042.412348595,-0,-0,725245.0877,0,0,0,52287.9,283332.474736651,-0,-364166.666666667,-399809.103134583,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.645015363345475,0.5,0.173995260815972,0,1450490.17535141,-428355.395064599,0.171302914,0.13022
43200,0,1358200,-497512.849054507,-0,-0,860687.1509,0,0,0,60700.9,267726.278003989,-0,-351666.666666667,-367314.061415208,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.550433358282157,0.5,0.173995260815972,0,1721374.30184549,-390553.550077886,0.170354739,0.12872
46800,0,931306.25,-507461.418179171,-0,-0,423844.8318,0,0,0,148898,153425.491666804,-0,-339083.333333333,-367314.061415208,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,0.433667196315673,0.5,0.173995260815972,0,847689.663620829,-417245.390685043,0.171294636,0.12993
50400,0,1449737.5,-539057.180367322,-0,-0,0,0,-0,0,108168,237746.245528428,-0,-313916.666666667,-367314.061415208,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,0.375075256533426,0.5,0,0,910680.319632678,-348487.970156753,0.170437012,0.1289
54000,0,1487075,-556814.997879199,-0,-0,-651628.6338,0,-0,0,92478.7,160374.561085376,-0,-326500,-367314.061415208,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.375075256533426,0.5,0,0,278631.368320801,-467303.775536444,0.167840183,0.12529
57600,0,1547712.5,-548009.321673009,-0,-0,0,0,-0,0,142138,118930.511366446,-0,-339083.333333333,-399809.103134583,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.467465529104301,0.5,0,0,999703.178326991,-504166.900308082,0.174687823,0.12832
61200,0,612237.5,-497718.725844649,-0,-0,114518.7742,0,-3.178326991,0,-3979.18,157247.758032344,-0,-351666.666666667,-367314.061415208,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.467465529104301,0.5,0,0,229034.37002836,-592055.125256142,0.185012962,0.13632
64800,0,79631.25,-417148.006244706,-0,-0,0,0,-337516.7562,0,-3636.21,100000,-0,-370500,-0,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,0.451421673038286,0.5,0.0210663781123394,0,-675033.512444706,-379508.110826447,0.25895084,0.19972
68400,0,31.25,-465631.278592077,-0,-0,0,0,-465600.0286,0,-3366.21,100000,-0,-496083.333333333,-0,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,0.451421673038286,0.5,0.091309828677937,0,-931200.057192078,-504821.44415978,0.27743423,0.21782
72000,0,0,-512742.029747249,-0,-0,0,0,-512742.0297,0,-2405.64,100000,-0,-464666.666666667,-0,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.451421673038286,0.5,0.176879104914089,0,-1025484.05944725,-393415.281873278,0.284528751,0.22479
75600,0,0,-508746.044235439,-0,-0,0,0,-508746.0442,0,-2027.3,100000,-0,-270000,-0,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.451421673038286,0.5,0.266222085138578,0,-1017492.08843544,-198370.275206611,0.281952948,0.22303
79200,0,0,-510549.193615759,-0,-0,-10454.05244,0,-500095.1412,0,-1982.61,100000,-0,-125583.333333333,-0,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.451421673038286,0.5,0.354458923511756,0,-1021098.38725576,-53908.9185399449,0.270473632,0.21472
82800,0,0,-500701.480599898,-0,-0,-523664.7217,0,0,-22900,-1863.19,100000,-0,-18833.3333333333,-0,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,0.45288929550221,0.5,0.398199023325167,0,-1016122.2022999,43231.9890633609,0.260452171,0.20463
