T,P_CT_WD,P_CT_PV,P_c_Cbu,P_c_CEV,P_c_CPl,P_ess_BAT,P_ess_SC,P_ess_HP,P2rk,P_csp,P_tsp,P_ess_PCM,P_c_Ctbu_1,P_c_Ctbu_2,P_c_Ctbu_3,P_c_Ctbu_4,P_c_Ctbu_5,P_c_Ctbu_6,P_c_Ctbu_7,P_c_Ctbu_8,P_c_Ctbu_9,P_c_Ctbu_10,P_c_Ctbu_11,P_c_Ctbu_12,SOC_BAT,SOC_SC,SOC_HP,SOC_PCM,Pe_grid,Pt_grid,EP_con,EP_gen
36000,5781.25,1244425,-628466.260184986,-0,-424024.583333333,-206847.788242158,0,-312500,0,12700.7,1,0,-376750,-367314.061415208,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.313195178887152,0.5,0.0163771037172021,1,-321632.381760477,-731362.361415208,0.398483429,0.16702
39600,8537.5,1646625,-642775.224848595,-0,-42804.1666666667,-206847.788242158,0,-312500,-0,52287.9,1,0,-364166.666666667,-399809.103134583,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.344559783614209,0.5,0.0953372592079699,1,450235.320242581,-711686.86980125,0.40725732,0.1774
43200,7862.5,1913281.25,-625105.036554507,-0,-63859.5833333333,-206847.788242158,0,-312500,-0,60700.9,1,0,-351666.666666667,-367314.061415208,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.375934713439771,0.5,0.174297414698738,1,712831.341870002,-658278.828081875,0.403308518,0.1774
46800,4193.75,2052331.25,-635334.855679171,-0,-357930.833333333,-206847.788242158,0,-312500,-0.0327630165450044,148898.032763017,1,0,-339083.333333333,-367314.061415208,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,0.407167438429912,0.5,0.253257570189505,1,543911.510274554,-570669.849588831,0.341678615,0.16798
50400,4043.75,2075393.75,-583954.055367322,-30018.75,-1248082.91666667,-206847.788242158,0,-312500,-0,108168,1,0,-313916.666666667,-367314.061415208,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,0.438268416056749,0.5,0.332217725680273,1,-301966.010276146,-586233.215685181,0.333014468,0.1624
54000,21343.75,1956393.75,-569843.122879199,-28881.25,-227267.916666667,-206847.788242158,0,-312500,-0,92478.7,1,0,-326500,-367314.061415208,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.469243328254982,0.5,0.411177881171041,1,632397.422211976,-627677.33662182,0.331138864,0.16016
57600,10118.75,1738300,-594010.884173009,-54262.5,-341038.75,-206847.788242158,0,-312500,-0,142138,1,0,-339083.333333333,-399809.103134583,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.500093758269169,0.5,0.490138036661808,1,239758.827584833,-623096.411674528,0.332836987,0.15891
61200,7487.5,1412500,-568789.038344649,-65256.25,-620605,-206847.788242158,0,-312500,-0,-3979.18,1,0,-351666.666666667,-367314.061415208,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.530821162863084,0.5,0.569098192152576,1,-354010.576586807,-749301.883288486,0.376038858,0.15081
64800,5418.75,1022968.75,-439046.443744706,-153712.5,-173667.916666667,-206847.788242158,0,-312500,-0,-3636.21,1,0,-370500,-0,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,0.56141969920156,0.5,0.648058347643344,1,-257387.14865353,-479507.110826447,0.393546291,0.15925
68400,6312.5,492531.25,-469020.341092077,-322843.75,-0,0,0,-29823.4089079225,-0,-3366.21,1,0,-496083.333333333,-0,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,-10537.1900826447,0.591875952240981,0.5,0.691306202996143,1,-322843.75,-604820.44415978,0.420325381,0.17466
72000,27268.75,144518.75,-529796.717247249,-361700,-0,111540.937460026,0,246468.279787223,0,-2405.64,1,0,-464666.666666667,-0,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.591875952240981,0.5,0.624235994180314,1,-361700,-493414.281873278,0.43106772,0.17777
75600,91837.5,12837.5,-531510.106735439,-306612.5,-0,180366.826948216,0,246468.279787223,-0,-2027.3,1,0,-270000,-0,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.57563349121041,0.5,0.476837755539529,1,-306612.5,-298369.275206611,0.382014474,0.17731
79200,1556.25,0,-503619.506115759,-123925,-0,255594.976328536,0,246468.279787223,0,-1982.61,1,0,-125583.333333333,-0,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,-2634.29752066116,0.5493729824318,0.5,0.329439516898744,1,-123925,-153907.918539945,0.383661367,0.16756
82800,0,0,-483715.543099898,-0,-0,252842.575812676,0,246468.279787223,0,-1863.19,1,0,-18833.3333333333,-0,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,-1317.14876033057,0.512045564034016,0.5,0.182041278257959,1,15595.3125000006,-33867.0109366391,0.37471741,0.16036
